interval,player_id,player_name,teams,country,matches_played,batting_innings,runs,balls_faced,fours,sixes,avg_runs_per_game,batting_strike_rate,bowling_innings,balls_bowled,overs_bowled_equivalent,maidens,runs_conceded,wickets,bowling_economy,bowling_strike_rate,batting_hand,batting_style_raw,bowling_hand,bowling_style,bowling_style_raw
2020-2023,5860,Josh Philippe,Australia,,3,3,65,89,8,2,21.67,73.03,0,0,,0,0,0,,,,,,,
2020-2023,5929,Joshua Da Silva,West Indies,West Indies,2,2,14,35,1,0,7.0,40.0,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,7323,Joylord Gumbie,Zimbabwe,Zimbabwe,10,10,295,456,29,1,29.5,64.69,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,5197,Julius Sumerauer,Jersey,,5,4,97,88,10,2,19.4,110.23,5,294,49.0,5,245,11,5.0,26.73,,,,,
2020-2023,3320,Justice Chibhabha,Zimbabwe,,6,6,85,129,12,0,14.17,65.89,1,12,2.0,0,16,0,8.0,,,,,,
2020-2023,6465,Justin Greaves,West Indies,,3,3,29,85,2,0,9.67,34.12,0,0,,0,0,0,,,,,,,
2020-2023,6183,Kabua Morea,Papua New Guinea,,17,13,73,118,5,1,4.29,61.86,17,732,122.0,7,575,22,4.71,33.27,,,,,
2020-2023,4339,Kagiso Rabada,South Africa,South Africa,26,14,101,117,6,6,3.88,86.32,26,1329,221.5,18,1162,40,5.25,33.23,Left,Left hand Bat,Right,Fast,Right arm Fast
2020-2023,6482,Kaleem Sana Rehman,Canada,Canada,5,5,40,64,2,2,8.0,62.5,5,252,42.0,5,207,7,4.93,36.0,Right,Right hand Bat,Left,Medium Fast,Left arm Medium Fast
2020-2023,4628,Kaleemullah,Match tied; Oman,Oman,36,22,125,118,6,8,3.47,105.93,36,1656,276.0,25,1205,35,4.37,47.31,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,5775,Kamal Singh,Nepal,,3,3,27,24,2,0,9.0,112.5,3,114,19.0,0,109,2,5.74,57.0,,,,,
2020-2023,4827,Kamindu Mendis,Sri Lanka,,5,5,110,176,7,1,22.0,62.5,3,66,11.0,0,72,1,6.55,66.0,,,,,
2020-2023,7121,Kamran Ghulam,Pakistan,Pakistan,1,0,0,0,0,0,0.0,,0,0,,0,0,0,,,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,3996,Kane Richardson,Australia,,3,2,24,12,4,1,8.0,200.0,3,169,28.17,0,179,5,6.36,33.8,,,,,
2020-2023,3817,Kane Williamson,New Zealand,,16,15,678,874,63,6,42.38,77.57,0,0,,0,0,0,,,,,,,
2020-2023,4137,Kannaur Lokesh Rahul,India,India,49,45,1931,2113,150,47,39.41,91.39,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,4441,Karan KC,Match tied; Nepal,Nepal,43,29,337,389,27,15,7.84,86.63,42,1844,307.33,22,1626,69,5.29,26.72,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,4611,Karim Janat,Afghanistan,Afghanistan,2,2,23,14,1,2,11.5,164.29,2,54,9.0,0,59,0,6.56,,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,5020,Karima Gore,United States,United States of America,9,8,98,141,6,1,10.89,69.5,9,252,42.0,3,198,4,4.71,63.0,Right,Right hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,5024,Karl Birkenstock,Namibia,,15,13,155,254,15,2,10.33,61.02,9,228,38.0,0,247,4,6.5,57.0,,,,,
2020-2023,5933,Kashif Daud,Match tied; United Arab Emirates,United Arab Emirates,19,16,282,310,19,13,14.84,90.97,19,663,110.5,10,482,16,4.36,41.44,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,6202,Kashyap Prajapati,Oman,,31,30,949,1225,96,14,30.61,77.47,1,2,0.33,0,1,0,3.0,,,,,,
2020-2023,4531,Kasun Rajitha,Sri Lanka,,25,16,117,174,14,1,4.68,67.24,25,1174,195.67,5,1174,34,6.0,34.53,,,,,
2020-2023,7301,Kavem Hodge,West Indies,,3,2,26,29,4,0,8.67,89.66,3,96,16.0,0,103,2,6.44,48.0,,,,,
2020-2023,6619,Keacy Carty,West Indies,,19,17,440,663,30,7,23.16,66.37,3,25,4.17,0,28,0,6.72,,,,,,
2020-2023,4033,Kedar Jadhav,India,,2,2,35,42,4,1,17.5,83.33,0,0,,0,0,0,,,,,,,
2020-2023,4742,Keemo Mandela Angus Paul,Netherlands won in super over after scores were tied; West Indies,,14,11,159,136,18,4,11.36,116.91,13,513,85.5,1,501,14,5.86,36.64,Right,Right Handed,Right,Fast Medium,Right arm Fast Medium
2020-2023,3611,Kemar Roach,West Indies,,3,3,0,18,0,0,0.0,0.0,3,120,20.0,0,122,1,6.1,120.0,,,,,
2020-2023,5939,Keon Harding,West Indies,,1,1,1,1,0,0,1.0,100.0,1,60,10.0,0,88,0,8.8,,,,,,
2020-2023,4601,Keshav Maharaj,South Africa,,40,21,213,262,25,2,5.33,81.3,38,2023,337.17,13,1514,49,4.49,41.29,,,,,
2020-2023,3391,Kevin O'Brien,Ireland,,11,11,129,154,14,2,11.73,83.77,3,72,12.0,1,54,1,4.5,72.0,,,,,
2020-2023,5952,Kevin Sinclair,West Indies,West Indies,7,3,38,64,2,0,5.43,59.38,7,381,63.5,1,282,11,4.44,34.64,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4830,Khary Pierre,West Indies,West Indies,1,1,18,29,1,1,18.0,62.07,1,60,10.0,0,50,1,5.0,60.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,4462,Khawar Ali,Match tied; Oman,Oman,29,24,498,802,48,4,17.17,62.09,29,1333,222.17,5,1077,32,4.85,41.66,Right,Right hand Bat,,Leg Break,Leg Break
2020-2023,4730,Khayelihle Zondo,South Africa,South Africa,1,1,4,7,0,0,4.0,57.14,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,5663,Khushdil Shah,Pakistan,Pakistan,10,8,199,210,14,7,19.9,94.76,3,108,18.0,0,122,2,6.78,54.0,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,3465,Kieron Pollard,West Indies,,16,14,308,319,22,16,19.25,96.55,8,159,26.5,0,136,3,5.13,53.0,,,,,
2020-2023,4710,Kiplin Doriga,Papua New Guinea,Papua New Guinea,25,25,484,809,46,14,19.36,59.83,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,6791,Kishore Mahato,Nepal,Nepal,2,2,1,10,0,0,0.5,10.0,2,78,13.0,1,76,2,5.85,39.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,5938,Kjorn Ottley,West Indies,,2,2,25,52,2,1,12.5,48.08,0,0,,0,0,0,,,,,,,
2020-2023,4668,Krishnappa Gowtham,India,India,1,1,2,3,0,0,2.0,66.67,1,48,8.0,0,49,1,6.12,48.0,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4552,Krunal Pandya,India,,5,4,130,128,11,2,26.0,101.56,5,228,38.0,1,223,2,5.87,114.0,,,,,
2020-2023,6544,Kuldeep Sen,India,,1,1,2,4,0,0,2.0,50.0,1,30,5.0,0,37,2,7.4,15.0,,,,,
2020-2023,4652,Kuldeep Yadav,India,India,47,17,89,165,6,0,1.89,53.94,44,2166,361.0,17,1848,69,5.12,31.39,Left,Left hand Bat,Left,Wrist Spin (Chinaman),Left arm Wrist Spin (Chinaman)
2020-2023,4485,Kusal Mendis,Sri Lanka,,48,47,1536,1698,152,31,32.0,90.46,0,0,,0,0,0,,,,,,,
2020-2023,3994,Kusal Perera,Sri Lanka,,18,18,498,540,59,3,27.67,92.22,0,0,,0,0,0,,,,,,,
2020-2023,5988,Kushal Bhurtel,Nepal,Nepal,46,45,1032,1271,106,22,22.43,81.2,10,192,32.0,1,176,4,5.5,48.0,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,5484,Kushal Malla,Nepal,Nepal,29,27,634,615,61,36,21.86,103.09,22,768,128.0,6,593,18,4.63,42.67,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,3607,Kyle Coetzer,Scotland,,30,30,783,1080,105,6,26.1,72.5,3,91,15.17,2,50,1,3.3,91.0,,,,,
2020-2023,5774,Kyle Jamieson,New Zealand,,13,6,83,102,6,2,6.38,81.37,12,604,100.67,9,511,14,5.08,43.14,,,,,
2020-2023,5925,Kyle Mayers,West Indies,,28,26,660,775,75,21,23.57,85.16,23,686,114.33,3,632,14,5.53,49.0,,,,,
2020-2023,6200,Kyle Phillip,United States,United States of America,5,2,1,5,0,0,0.2,20.0,5,243,40.5,2,245,6,6.05,40.5,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2020-2023,5829,Kyle Verreynne,South Africa,South Africa,12,10,371,439,25,10,30.92,84.51,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4599,Lahiru Kumara,Sri Lanka,,15,10,38,77,5,1,2.53,49.35,15,587,97.83,4,600,24,6.13,24.46,,,,,
2020-2023,4571,Lakshan Sandakan,Sri Lanka,,10,7,33,52,3,0,3.3,63.46,10,527,87.83,3,508,10,5.78,52.7,,,,,
2020-2023,4810,Lallit Narayan Rajbanshi,Nepal,,20,10,31,85,2,0,1.55,36.47,17,858,143.0,10,514,28,3.59,30.64,Right,Right Handed,Left,Orthodox,Slow Left arm Orthodox
2020-2023,4343,Lega Siaka,Papua New Guinea,Papua New Guinea,22,22,460,612,46,5,20.91,75.16,3,36,6.0,0,35,0,5.83,,Right,Right hand Bat,Right,Fast Medium,"Right arm Fast Medium, Leg Break"
2020-2023,5656,Lewis Gregory,England,England,3,2,117,116,10,3,39.0,100.86,3,114,19.0,1,97,4,5.11,28.5,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,4566,Liam Dawson,England,,3,3,49,57,3,1,16.33,85.96,3,180,30.0,0,188,2,6.27,90.0,,,,,
2020-2023,4692,Liam Livingstone,England,,25,22,558,542,37,26,22.32,102.95,19,566,94.33,2,523,17,5.54,33.29,,,,,
2020-2023,7130,Liam Naylor,Scotland,,1,1,20,21,4,0,20.0,95.24,0,0,,0,0,0,,,,,,,
2020-2023,4430,Litton Das,Bangladesh,,56,55,1795,2083,192,33,32.05,86.17,0,0,,0,0,0,,,,,,,
2020-2023,5984,Lizaad Williams,South Africa,,4,1,2,3,0,0,0.5,66.67,4,214,35.67,2,238,5,6.67,42.8,,,,,
2020-2023,5396,Lo-handre Louwrens,Namibia,Namibia,23,22,549,887,60,2,23.87,61.89,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,4609,Lockie Ferguson,New Zealand,,29,15,60,111,3,2,2.07,54.05,28,1398,233.0,7,1405,32,6.03,43.69,,,,,
2020-2023,4295,Logan van Beek,Netherlands; Netherlands won in super over after scores were tied,,33,32,477,596,31,12,14.45,80.03,33,1713,285.5,15,1612,46,5.65,37.24,,,,,
2020-2023,4586,Lorcan Tucker,Ireland,,44,35,659,855,53,10,14.98,77.08,0,0,,0,0,0,,,,,,,
2020-2023,7304,Lovepreet Singh,United Arab Emirates,United Arab Emirates,2,2,9,25,1,0,4.5,36.0,0,0,,0,0,0,,,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
2020-2023,4319,Luke Jongwe,Zimbabwe,,20,16,180,193,20,2,9.0,93.26,15,528,88.0,1,559,15,6.35,35.2,,,,,
2020-2023,6921,Luke Wood,England,England,1,1,10,10,1,0,10.0,100.0,1,60,10.0,0,59,0,5.9,,Left,Left hand Bat,Left,Fast Medium,Left arm Fast Medium
2020-2023,4636,Lungisani True-man Ngidi,South Africa,,34,13,44,119,1,3,1.29,36.97,33,1593,265.5,13,1561,47,5.88,33.89,Right,Right Handed,Right,Fast,Right arm Fast
2020-2023,4849,Lutho Sipamla,South Africa,,5,2,14,19,0,0,2.8,73.68,4,182,30.33,1,172,2,5.67,91.0,,,,,
2020-2023,4790,M Saqib Zulfiqar,Netherlands; Netherlands won in super over after scores were tied,Netherlands,14,14,194,297,15,4,13.86,65.32,11,270,45.0,1,287,8,6.38,33.75,Right,Right hand Bat,,Leg Break,Leg Break
2020-2023,4737,Mahedi Hasan,Bangladesh,Bangladesh,11,10,122,188,10,2,11.09,64.89,11,528,88.0,2,436,14,4.95,37.71,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,6178,Maheesh Theekshana,Sri Lanka,,35,20,220,397,16,2,6.29,55.42,35,1803,300.5,10,1414,50,4.71,36.06,,,,,
2020-2023,4083,Manish Pandey,India,,6,6,126,146,8,1,21.0,86.3,0,0,,0,0,0,,,,,,,
2020-2023,5974,Marco Jansen,South Africa,South Africa,23,19,422,373,32,20,18.35,113.14,23,1076,179.33,8,1138,35,6.35,30.74,Right,Right hand Bat,Left,Fast,Left arm Fast
2020-2023,4389,Marcus Stoinis,Australia,,29,25,437,423,44,13,15.07,103.31,24,639,106.5,2,613,15,5.76,42.6,,,,,
2020-2023,5089,Mark Adair,Ireland,,37,24,279,248,22,14,7.54,112.5,34,1541,256.83,18,1417,41,5.52,37.59,,,,,
2020-2023,4278,Mark Chapman,New Zealand,,18,15,326,271,28,15,18.11,120.3,0,0,,0,0,0,,,,,,,
2020-2023,4436,Mark Watt,Scotland,,34,23,375,429,35,4,11.03,87.41,33,1747,291.17,29,1159,54,3.98,32.35,,,,,
2020-2023,4421,Mark Wood,England,,15,9,101,93,8,5,6.73,108.6,15,714,119.0,5,654,16,5.5,44.62,,,,,
2020-2023,4816,Marnus Labuschagne,Australia,Australia,49,46,1630,1961,133,6,33.27,83.12,10,203,33.83,1,230,2,6.8,101.5,Right,Right hand Bat,,Leg Break,Leg Break
2020-2023,3633,Martin Guptill,New Zealand,,19,19,720,829,72,19,37.89,86.85,0,0,,0,0,0,,,,,,,
2020-2023,2995,Mashrafe Bin Mortaza,Bangladesh,Bangladesh,3,2,1,4,0,0,0.33,25.0,3,133,22.17,0,134,4,6.05,33.25,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2020-2023,6613,Matheesha Pathirana,Sri Lanka,Sri Lanka,12,7,11,35,2,0,0.92,31.43,11,496,82.67,2,595,17,7.2,29.18,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,7197,Matiullah Khan,United Arab Emirates,United Arab Emirates,1,1,0,0,0,0,0.0,,1,30,5.0,0,37,1,7.4,30.0,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,4257,Matt Henry,New Zealand,,30,14,44,66,2,1,1.47,66.67,30,1574,262.33,27,1285,49,4.9,32.12,,,,,
2020-2023,5661,Matt Parkinson,England,,5,1,7,8,1,0,1.4,87.5,5,208,34.67,0,203,5,5.86,41.6,,,,,
2020-2023,7203,Matt Short,Australia,,2,2,11,12,2,0,5.5,91.67,2,60,10.0,0,54,0,5.4,,,,,,
2020-2023,4221,Matthew Cross,Scotland,,38,35,805,1197,70,8,21.18,67.25,0,0,,0,0,0,,,,,,,
2020-2023,7634,Matthew Forde,West Indies,,1,1,13,16,1,0,13.0,81.25,1,48,8.0,0,29,3,3.62,16.0,,,,,
2020-2023,7189,Matthew Humphreys,Ireland,,2,1,4,7,1,0,2.0,57.14,1,42,7.0,0,59,0,8.43,,,,,,
2020-2023,6656,Matthew Paul Kuhnemann,Australia,,4,2,16,14,3,0,4.0,114.29,4,228,38.0,3,191,6,5.03,38.0,Left,Left Handed,Left,Orthodox,Slow Left arm Orthodox
2020-2023,6622,Matthew Potts,England,,4,3,21,20,1,0,5.25,105.0,3,84,14.0,0,95,2,6.79,42.0,,,,,
2020-2023,6483,Matthew Spoors,Canada,Canada,5,5,86,157,10,2,17.2,54.78,0,0,,0,0,0,,,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
2020-2023,3910,Matthew Wade,Australia,,3,3,90,124,7,2,30.0,72.58,0,0,,0,0,0,,,,,,,
2020-2023,4443,Maxwell O'Dowd,Netherlands,,40,40,1151,1565,123,15,28.77,73.55,3,43,7.17,0,39,0,5.44,,,,,,
2020-2023,4104,Mayank Agarwal,India,,5,5,86,83,12,1,17.2,103.61,1,6,1.0,0,10,0,10.0,,,,,,
2020-2023,7162,Md Towhid Hridoy,Bangladesh,Bangladesh,27,23,727,853,50,15,26.93,85.23,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4598,Mehidy Hasan Miraz,Bangladesh,Bangladesh,56,42,913,1143,74,19,16.3,79.88,54,2456,409.33,23,2046,65,5.0,37.78,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,6547,Michael Gordeon Bracewell,New Zealand,,19,16,510,430,45,24,26.84,118.6,19,738,123.0,4,634,14,5.15,52.71,Left,Left Handed,Right,Off Break,Right arm Off Break
2020-2023,4723,Michael Jones,Scotland,,4,4,73,129,7,1,18.25,56.59,0,0,,0,0,0,,,,,,,
2020-2023,4222,Michael Leask,Scotland,,35,29,794,677,59,40,22.69,117.28,31,1118,186.33,8,870,38,4.67,29.42,,,,,
2020-2023,4201,Michael Neser,Australia,,2,2,3,13,0,0,1.5,23.08,2,120,20.0,1,119,1,5.95,120.0,,,,,
2020-2023,4020,Michael Rippon,Netherlands,,3,3,109,142,9,3,36.33,76.76,3,150,25.0,0,132,3,5.28,50.0,,,,,
2020-2023,6246,Michael van Lingen,Namibia,Namibia,28,27,871,951,90,20,31.11,91.59,9,86,14.33,0,69,2,4.81,43.0,Left,Left hand Bat,Left,Medium,Left arm Medium
2020-2023,5962,Michau du Preez,Namibia,,3,3,14,44,0,0,4.67,31.82,0,0,,0,0,0,,,,,,,
2020-2023,5922,Milton Shumba,Zimbabwe,Zimbabwe,7,6,27,60,1,1,3.86,45.0,2,41,6.83,0,42,0,6.15,,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,5500,Minod Bhanuka,Sri Lanka,,5,5,104,155,13,0,20.8,67.1,0,0,,0,0,0,,,,,,,
2020-2023,3912,Mitchell Marsh,Australia,,36,36,1244,1244,125,52,34.56,100.0,19,489,81.5,3,445,12,5.46,40.75,,,,,
2020-2023,4429,Mitchell Santner,New Zealand,,35,24,457,464,38,12,13.06,98.49,35,1796,299.33,6,1450,38,4.84,47.26,,,,,
2020-2023,3830,Mitchell Starc,Australia,,36,25,223,330,16,5,6.19,67.58,36,1925,320.83,11,1809,64,5.64,30.08,,,,,
2020-2023,4796,Mitchell Swepson,Australia,,3,1,2,2,0,0,0.67,100.0,3,158,26.33,0,161,3,6.11,52.67,,,,,
2020-2023,4271,Moeen Ali,England,,37,30,589,702,49,18,15.92,83.9,32,1322,220.33,3,1213,27,5.51,48.96,,,,,
2020-2023,6553,Mohammad Aadil Alam,Match tied; Nepal,Nepal,6,5,70,77,6,3,11.67,90.91,6,264,44.0,5,166,6,3.77,44.0,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,3979,Mohammad Anamul Haque Bijoy,Bangladesh,Bangladesh,10,10,288,298,32,8,28.8,96.64,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,4425,Mohammad Babar Azam,Pakistan,Pakistan,43,42,2370,2598,231,27,55.12,91.22,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,6630,Mohammad Haris,Pakistan,Pakistan,6,5,30,35,2,1,5.0,85.71,0,0,,0,0,0,,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4991,Mohammad Hasnain,Pakistan; Zimbabwe won in super over after scores were tied,Pakistan,4,3,19,10,4,0,4.75,190.0,4,217,36.17,5,194,7,5.36,31.0,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,3813,Mohammad Javed Ahmadi,Afghanistan,Afghanistan,3,3,73,89,7,3,24.33,82.02,2,54,9.0,0,44,0,4.89,,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,3488,Mohammad Mahmudullah,Bangladesh,Bangladesh,44,39,1354,1737,90,36,30.77,77.95,17,260,43.33,0,264,6,6.09,43.33,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,7273,Mohammad Mirttunjoy Chowdhury Nipun,Bangladesh,Bangladesh,1,1,8,11,0,0,8.0,72.73,1,48,8.0,0,64,0,8.0,,Left,Left hand Bat,Left,Medium Fast,Left arm Medium Fast
2020-2023,4266,Mohammad Mithun,Bangladesh,Bangladesh,10,9,221,262,20,4,22.1,84.35,1,12,2.0,0,12,0,6.0,,Right,Right hand Bat,,,
2020-2023,3279,Mohammad Mushfiqur Rahim,Bangladesh,Bangladesh,52,48,1557,1905,117,17,29.94,81.73,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,3665,Mohammad Nabi,Afghanistan,Afghanistan,32,25,426,485,34,11,13.31,87.84,31,1395,232.5,8,998,32,4.29,43.59,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4469,Mohammad Nadeem,Oman,Oman,30,27,665,1015,51,8,22.17,65.52,25,794,132.33,4,727,19,5.49,41.79,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,5659,Mohammad Naim Sheikh,Bangladesh,Bangladesh,8,7,95,157,13,0,11.88,60.51,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,4536,Mohammad Nawaz,Pakistan,Pakistan,22,16,207,245,12,8,9.41,84.49,22,1074,179.0,2,900,25,5.03,42.96,Left,Left hand Bat,Left,Orthodox,Slow Left arm Orthodox
2020-2023,7198,Mohammad Rishad Hossain,Bangladesh,Bangladesh,2,1,6,4,0,1,3.0,150.0,2,74,12.33,0,66,0,5.35,,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
2020-2023,4412,Mohammad Rizwan,Pakistan,Pakistan,42,39,1383,1538,119,15,32.93,89.92,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,3635,Mohammad Rubel Hossain,Bangladesh,Bangladesh,3,1,4,28,0,0,1.33,14.29,3,138,23.0,1,127,3,5.52,46.0,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,4677,Mohammad Saifuddin,Bangladesh,Bangladesh,9,7,100,100,5,3,11.11,100.0,8,371,61.83,0,370,17,5.98,21.82,Left,Left hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,7353,Mohammad Saleem Safi,Afghanistan,Afghanistan,2,0,0,0,0,0,0.0,,2,62,10.33,0,70,0,6.77,,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,5765,Mohammad Sanuth,Oman,,3,2,46,39,5,1,15.33,117.95,3,60,10.0,2,61,0,6.1,,,,,,
2020-2023,5958,Mohammad Shoriful Islam,Bangladesh,Bangladesh,33,20,83,106,5,3,2.52,78.3,33,1472,245.33,12,1360,51,5.54,28.86,Left,Left hand Bat,Left,Medium Fast,Left arm Medium Fast
2020-2023,6058,Mohammad Wasim,Pakistan,Pakistan,20,9,80,82,5,5,4.0,97.56,20,962,160.33,7,856,34,5.34,28.29,Right,Right hand Bat,,Leg Break Googly,Leg Break Googly
2020-2023,4507,Mohammad Yamin Ahmadzai,Afghanistan,Afghanistan,5,3,6,13,0,0,1.2,46.15,4,180,30.0,1,165,5,5.5,36.0,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,2953,Mohammad Zakir Hasan,Bangladesh,Bangladesh,1,1,1,5,0,0,1.0,20.0,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,3993,Mohammed Shami Ahmed,India,India,28,14,84,101,7,3,3.0,83.17,26,1208,201.33,12,1131,59,5.62,20.47,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,4675,Mohammed Siraj,India,India,40,14,46,100,3,0,1.15,46.0,38,1743,290.5,29,1436,68,4.94,25.63,Right,Right hand Bat,Right,Fast,Right arm Fast
2020-2023,3680,Moises Henriques,Australia,,5,5,36,73,3,0,7.2,49.32,2,48,8.0,0,41,1,5.12,48.0,,,,,
2020-2023,4954,Monank Patel,United States,,38,38,1186,1444,88,19,31.21,82.13,0,0,,0,0,0,,,,,,,
2020-2023,4516,Mosaddeck Hossain,Bangladesh,,8,5,85,133,5,2,10.62,63.91,8,228,38.0,1,182,3,4.79,76.0,,,,,
2020-2023,5021,Muhammad Ahsan Ali Khan,Match tied; United States,United States of America,14,8,17,24,1,0,1.21,70.83,14,651,108.5,8,519,32,4.78,20.34,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2020-2023,7127,Muhammad Jawadullah,United Arab Emirates,United Arab Emirates,5,4,14,13,1,1,2.8,107.69,5,223,37.17,0,239,6,6.43,37.17,Left,Left hand Bat,Left,Fast Medium,Left arm Fast Medium
2020-2023,5532,Muhammad Junaid Siddique,United Arab Emirates,United Arab Emirates,40,26,92,156,4,6,2.3,58.97,39,1811,301.83,23,1510,52,5.0,34.83,Right,Right hand Bat,Right,Medium Fast,Right arm Medium Fast
2020-2023,5664,Muhammad Musa Khan,Pakistan; Zimbabwe won in super over after scores were tied,Pakistan,2,1,9,3,2,0,4.5,300.0,2,97,16.17,1,101,2,6.25,48.5,Right,Right hand Bat,Right,Fast Medium,Right arm Fast Medium
2020-2023,4630,Muhammad Naseem Khushi,Oman,Oman,32,25,395,351,26,22,12.34,112.54,0,0,,0,0,0,,,Right,Right hand Bat,,,
2020-2023,4526,Muhammad Usman,United Arab Emirates,United Arab Emirates,8,7,295,384,25,9,36.88,76.82,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,6206,Muhammad Waseem,United Arab Emirates,United Arab Emirates,45,45,1197,1280,108,62,26.6,93.52,6,53,8.83,1,66,0,7.47,,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,4714,Mujeeb Ur Rahman,Afghanistan,Afghanistan,35,19,167,183,17,7,4.77,91.26,34,1809,301.5,10,1447,38,4.8,47.61,Right,Right hand Bat,Right,Off Break,Right arm Off Break
2020-2023,7228,Mukesh Kumar,India,India,6,2,10,16,2,0,1.67,62.5,6,234,39.0,4,217,5,5.56,46.8,Right,Right hand Bat,Right,Medium,Right arm Medium
2020-2023,7122,Murray Commins,Ireland,Ireland,2,1,6,13,0,0,3.0,46.15,0,0,,0,0,0,,,Left,Left hand Bat,,,
2020-2023,6012,Musa Nadeem Ahmed,Netherlands,Netherlands,13,13,241,366,23,3,18.54,65.85,0,0,,0,0,0,,,Left,Left hand Bat,,Leg Break,Leg Break
2020-2023,4414,Mustafizur Rahman,Bangladesh,Bangladesh,47,24,82,174,9,1,1.74,47.13,47,2135,355.83,12,1810,55,5.09,38.82,Left,Left hand Bat,Left,Fast Medium,Left arm Fast Medium
2020-2023,3960,Najibullah Zadran,Afghanistan,Afghanistan,25,22,474,547,44,11,18.96,86.65,0,0,,0,0,0,,,Left,Left hand Bat,Right,Off Break,Right arm Off Break
2020-2023,4633,Najmul Hossain Shanto,Bangladesh,Bangladesh,39,38,1182,1456,129,10,30.31,81.18,6,80,13.33,0,75,1,5.62,80.0,Left,Left hand Bat,Right,Off Break,Right arm Off Break
2020-2023,6522,Namboori Thakur Tilak Varma,India,India,4,4,68,119,6,1,17.0,57.14,2,42,7.0,0,39,0,5.57,,Left,Left hand Bat,Right,Off Break,Right arm Off Break
2020-2023,7644,Nandre Burger,South Africa,South Africa,3,2,8,39,0,0,2.67,20.51,3,148,24.67,1,129,5,5.23,29.6,Left,Left hand Bat,Left,Medium Fast,Left arm Medium Fast
2020-2023,5727,Naseem Shah,Pakistan,Pakistan,14,5,31,43,4,0,2.21,72.09,14,695,115.83,3,543,32,4.69,21.72,Right,Right hand Bat,Right,Fast,Right arm Fast
