player_id,full_name,country,batting_style_raw,batting_hand,bowling_style_raw,bowling_hand,bowling_style
3589,Ruvindu Gunasekera,Canada,Left hand Bat,Left,Leg Break Googly,,Leg Break Googly
1969,Ruwan Kalpage,,,,,,
4645,Ryan Burl,,,,,,
3007,Ryan Campbell,,,,,,
3820,Ryan Flannigan,Scotland,Right hand Bat,Right,Right arm Medium,Right,Medium
3584,Ryan Haire,,,,,,
3638,Ryan Harris,,,,,,
3347,Ryan Higgins,,,,,,
3004,Ryan Hinds,,,,,,
3120,Ryan Hurley,,,,,,
6468,Ryan Klein,Netherlands,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
3736,Ryan McLaren,South Africa,Left hand Bat,Left,Right arm Medium Fast,Right,Medium Fast
4802,Ryan Murray,,,,,,
3286,Ryan Ramdass,,,,,,
6552,Ryan Rickelton,,,,,,
2971,Ryan Sidebottom,,,,,,
3381,Ryan Steede,,,,,,
3399,Ryan Watson,,,,,,
3407,Ryan ten Doeschate,,,,,,
3189,S B Lama,,Right Handed,Right,Right arm Medium,Right,Medium
3785,SK Robiul Islam,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
5370,Saad Bin Zafar,Canada,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2847,Saadat Ali,,,,,,
2244,Saba Karim,,,,,,
6842,Sabir Ali,United Arab Emirates,Right hand Bat,Right,Left arm Fast Medium,Left,Fast Medium
1735,Sachin Tendulkar,,,,,,
4454,Sachith Pathirana,,,,,,
3928,Sachithra Senanayake,,,,,,
2166,Sadagopan Ramesh,,,,,,
4704,Sadeera Samarawickrama,,,,,,
1200,Sadiq Mohammad,Pakistan,Left hand Bat,Left,Leg Break Googly,,Leg Break Googly
3591,Saeed Ajmal,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
81,Saeed Anwar,Pakistan,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2848,Saeed Azad,,,,,,
2849,Saeed-Al-Saffar,,,,,,
3868,Safyaan Sharif,,,,,,
6473,Sagar Dhakal,Nepal,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
4290,Sagar Pun,Nepal,Right hand Bat,Right,Right arm Off Break,Right,Off Break
7354,Sahan Arachchige,,,,,,
2152,Sahibzada Mohammad Shahid Khan Afridi,Pakistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
6535,Sai Sudharsan,,,,,,
2626,Sairaj Bahutule,,,,,,
6618,Saiteja Mukkamalla,,,,,,
3956,Sajeewa Weerakoon,Sri Lanka,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2096,Sajeewa de Silva,,,,,,
2851,Sajid Ali,,,,,,
3179,Sajid Mahmood,,,,,,
2852,Sajjad Ahmed,,,,,,
2853,Sajjad Akbar,,,,,,
2031,Saleem Elahi,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1070,Saleem Malik,Pakistan,Right hand Bat,Right,"Right arm Slow Medium, Right arm Off Break",Right,Slow Medium
3371,Saleem Mukuddem,Bermuda,Right hand Bat,Right,Right arm Medium,Right,Medium
2854,Saleem Pervez,,,,,,
2855,Saleem Raza,,,,,,
1960,Saleem Yousuf,Pakistan,Right hand Bat,Right,,,
78,Salil Ankola,,,,,,
855,Salim Jaffer,,,,,,
13,Saliya Ahangama,,,,,,
6790,Salman Agha,,,,,,
3132,Salman Butt,Pakistan,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4361,Salman Faisal Abdul Karim Farooq,United Arab Emirates,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4263,Salman Faris,United Arab Emirates,Left hand Bat,Left,Leg Break,,Leg Break
4428,Sam Billings,,,,,,
4787,Sam Curran,,,,,,
4643,Sam Heazlett,,,,,,
2670,Sameer Dighe,,,,,,
3203,Sameer Zia,United Arab Emirates,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4413,Sami Aslam,Pakistan,Left hand Bat,Left,Right arm Medium,Right,Medium
3605,Samit Patel,,,,,,
3669,Samiullah Shinwari,Afghanistan,Right hand Bat,Right,Leg Break,,Leg Break
2859,Samiur Rahman,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
7484,Samuel Hain,,,,,,
872,Sanath Jayasuriya,,,,,,
905,Sanath Kaluperuma,,,,,,
6241,Sanchit Sharma,,,,,,
1823,Sandanand Viswanath,,,,,,
4921,Sandeep Goud,Oman,Right hand Bat,Right,Right arm Medium,Right,Medium
2704,Sandeep Gupta,,,,,,
3430,Sandeep Jyoti,Canada,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4757,Sandeep Lamichhane,Nepal,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
1349,Sandeep M Patil,,Right Handed,Right,Right arm Medium,Right,Medium
4642,Sandun Weerakkody,,,,,,
79,Sangarange Anurasiri,,,,,,
2999,Sanjay Bangar,,,,,,
6192,Sanjay Krishnamurthi,,,,,,
1074,Sanjay Manjrekar,,,,,,
2840,Sanjay Raul,,,,,,
3089,Sanjayan Thuraisingam,Canada,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
1564,Sanjeev Sharma,,,,,,
1999,Sanjeeva Ranatunga,Sri Lanka,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4099,Sanju Samson,,,,,,
3556,Saqib Ali,United Arab Emirates,Right hand Bat,Right,,,
5658,Saqib Mahmood,England,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4365,Saqlain Haider,United Arab Emirates,Left hand Bat,Left,,,
2032,Saqlain Mushtaq,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2791,Saradindu Mukherjee,,,,,,
2251,Sarandeep Singh,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3094,Sarel Burger,,,,,,
3513,Sarfaraz Ahmed,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1254,Sarfraz Nawaz Malik,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
6039,Saud Shakeel,Pakistan,Left hand Bat,Left,Left arm Slow,Left,Slow
4960,Saurabh Netravalkar,,,,,,
3833,Saurabh Tiwary,,,,,,
4506,Sayed Ahmad Shirzad,Afghanistan,Right hand Bat,Right,Left arm Medium,Left,Medium
4511,Scott Boland,,,,,,
3882,Scott Borthwick,,,,,,
4725,Scott Cameron,,,,,,
4792,Scott Edwards,,,,,,
4685,Scott Kuggeleijn,,,,,,
4715,Scott McKechnie,,,,,,
2899,Scott Styris,,,,,,
4331,Sean Abbott,,,,,,
2662,Sean Davies,,,,,,
2990,Sean Ervine,,,,,,
4569,Sean Terry,,,,,,
3270,Sean Williams,,,,,,
3881,Seekkuge Prasanna,Sri Lanka,Right hand Bat,Right,Leg Break,,Leg Break
6504,Semo Igo Kamea,,Left Handed,Left,Left arm Fast,Left,Fast
3178,Separamadu Lasith Malinga,,Right Handed,Right,Right arm Fast Medium,Right,Fast Medium
3621,Seren Waters,,,,,,
4528,Sese Bau,Papua New Guinea,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4686,Seth Rance,,,,,,
3358,Sewnarine Chattergoon,West Indies,Left hand Bat,Left,Leg Break,,Leg Break
2866,Shabbir Ahmed Khan,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3763,Shabir Ahmad Noori,Afghanistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4653,Shadab Khan,Pakistan,Right hand Bat,Right,Leg Break,,Leg Break
3558,Shadeep Silva,,,,,,
2604,Shafiek Abrahams,,Right Handed,Right,Right arm Off Break,Right,Off Break
3730,Shafiqullah Shafiq,Afghanistan,Right hand Bat,Right,,,
2867,Shafiuddin Ahmed,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3748,Shafiul Islam,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3280,Shahadat Hossain Dipu,Bangladesh,Right-hand bat,Right,Right arm Off Break,Right,Off Break
5861,Shahbaz Ahmed,India,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
3705,Shaheed Keshvani,Canada,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2869,Shaheedur Rahman,,,,,,
4798,Shaheen Shah Afridi,Pakistan,Left hand Bat,Left,Left arm Fast,Left,Fast
2870,Shahid Anwar,,,,,,
1058,Shahid Mahboob,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2069,Shahid Nazir,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
1522,Shahid Saeed,Pakistan,Right hand Bat,Right,Right arm Medium,Right,Medium
4583,Shahid Wasif,Hong Kong,Right hand Bat,Right,Right arm Off Break,Right,Off Break
5953,Shahidullah Kamal,Afghanistan,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
6454,Shahnawaz Dahani,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3283,Shahriar Nafees Ahmed,Bangladesh,Left hand Bat,Left,,,
3481,Shahzad Afzul Khan,Canada,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4417,Shai Hope,,,,,,
4264,Shaiman Anwar Butt,United Arab Emirates,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
22,Shakeel Ahmed,Pakistan,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2871,Shakeel Khan,,,,,,
3426,Shakib Al Hasan,Bangladesh,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4285,Shakti Gauchan,,,,,,
5393,Shamarh Brooks,,,,,,
6048,Shamim Hossain Patwari,Bangladesh,Left hand Bat,Left,Right arm Off Break,Right,Off Break
3880,Shaminda Eranga,,,,,,
4246,Shan Masood Khan,Pakistan,Left hand Bat,Left,Right arm Medium Fast,Right,Medium Fast
3773,Shanan Stewart,,,,,,
2996,Shane Bond,,,,,,
4427,Shane Dowrich,,,,,,
4855,Shane Getkate,,,,,,
3662,Shane Harwood,,,,,,
2750,Shane Lee,,,,,,
4793,Shane Snater,Netherlands,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
1748,Shane Thomson,,,,,,
1856,Shane Warne,,,,,,
3017,Shane Watson,,,,,,
3952,Shannon Gabriel,,,,,,
3729,Shapoor Zadran,Afghanistan,Left hand Bat,Left,Left arm Fast Medium,Left,Fast Medium
4292,Sharad Vesawkar,Nepal,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4313,Sharafuddin Ashraf,Afghanistan,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
4393,Shardul Thakur,,,,,,
2872,Shariful Haque,,,,,,
6623,Shariz Ahmad,Netherlands,Left hand Bat,Left,Leg Break Googly,,Leg Break Googly
4252,Sharjeel Khan,Pakistan,Left hand Bat,Left,Leg Break,,Leg Break
1051,Sharma Madan Lal,,,,,,
2675,Shaukat Dukanwala,,,,,,
2742,Shaul Karnain,,,,,,
2701,Shaun F Graf,,Right Handed,Right,Right arm Fast Medium,Right,Fast Medium
7131,Shaun Fouche,,,,,,
3561,Shaun Marsh,,,,,,
2039,Shaun Pollock,,,,,,
3319,Shaun Tait,,,,,,
2918,Shaun Udal,,,,,,
3596,Shawn Findlay,,,,,,
7048,Shayan Jahangir,United States of America,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
2110,Shayne O'Connor,,,,,,
4475,Shehan Jayasuriya,,,,,,
2875,Shehzad Altaf,,,,,,
110,Sheik F A F Bacchus,,Right Handed,Right,Right arm Medium,Right,Medium
2998,Sheikh Tushar Imran,Bangladesh,Right hand Bat,Right,,,
4249,Sheldon Cottrell,,,,,,
3750,Shem Ngoche,,,,,,
4450,Sher Muhammad Abdul Shakoor,United Arab Emirates,Right hand Bat,Right,,,
4838,Sherfane Rutherford,,,,,,
4815,Sherman Lewis,,,,,,
2015,Sherwin Campbell,,,,,,
3832,Shikhar Dhawan,India,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4681,Shimron Hetmeyer,,,,,,
3769,Shingirai Masakadza,,,,,,
2243,Shiv Das,,,,,,
4945,Shivam Dube,India,Left hand Bat,Left,Right arm Medium,Right,Medium
1979,Shivnarine Chanderpaul,West Indies,Left hand Bat,Left,Leg Break,,Leg Break
2124,Shoaib Akhtar,Pakistan,Right hand Bat,Right,Right arm Fast,Right,Fast
6195,Shoaib Khan,Oman,Right hand Bat,Right,Right arm Medium,Right,Medium
2879,Shoaib Malik,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1201,Shoaib Mohammad,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2629,Showkat Baksh,,Right Handed,Right,,,
4387,Shreyas Iyer,,,,,,
4769,Shubman Gill,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3879,Shuvagata Hom Chowdhury,Bangladesh,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1889,Sidath Wettimuny,Sri Lanka,Right hand Bat,Right,Right arm Medium,Right,Medium
4034,Siddarth Kaul,India,Right hand Bat,Right,Right arm Medium,Right,Medium
4022,Sikandar Raza Butt,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
120,Sikander Bakht,Pakistan,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
4743,Simandeep Pansotra Singh,Hong Kong,Right hand Bat,Right,,,
4687,Simi Singh,Ireland,Right hand Bat,Right,"Right arm Off Break, Leg Break Googly",Right,Off Break
5022,Simon Atai,,,,,,
418,Simon Davis,,,,,,
464,Simon Doull,,,,,,
3028,Simon Jones,,,,,,
2743,Simon Katich,,,,,,
1288,Simon O'Donnell,,,,,,
5985,Sisanda Magala,,,,,,
3567,Skhawit Ali,,,,,,
3975,Sohag Gazi,Bangladesh,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4230,Sohaib Maqsood,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2889,Sohail Butt,,,,,,
2890,Sohail Fazal,,,,,,
3525,Sohail Khan,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3502,Sohail Tanvir,Pakistan,Left hand Bat,Left,Left arm Medium Fast,Left,Medium Fast
4354,Solomon Mire,,,,,,
4291,Sompal Kami,Nepal,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4362,Soumya Sarkar,Bangladesh,Left hand Bat,Left,Right arm Medium Fast,Right,Medium Fast
2059,Sourav Ganguly,,,,,,
7449,Spencer Johnson,,,,,,
3327,Sreesanth,,,,,,
873,Sridharan Jeganathan,Sri Lanka,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
2893,Sridharan Sriram,India,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
5625,Srimantha Wijeyeratne,,,,,,
1814,Srinivasaraghavan Venkataraghavan,,Right Handed,Right,Right arm Off Break,Right,Off Break
3442,Stefan Kelly,,,,,,
5023,Stephan Baard,,,,,,
3895,Stephan Myburgh,,,,,,
3069,Stephan Swanepoel,,,,,,
204,Stephen Boock,,,,,,
359,Stephen Cook,,,,,,
7120,Stephen Doheny,,,,,,
1977,Stephen Fleming,,,,,,
4272,Stephen Parry,,,,,,
1984,Stephen Peall,,,,,,
3037,Steve Harmison,,,,,,
3214,Steve Massiah,,,,,,
1485,Steve Rixon,,,,,,
1642,Steve Smith,,,,,,
3756,Steve Smith,,,,,,
2914,Steve Tikolo,,,,,,
1873,Steve Waugh,,,,,,
3677,Steven Davies,,,,,,
2147,Steven Elworthy,South Africa,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3775,Steven Finn,,,,,,
2010,Steven Jack,,,,,,
2754,Steven Lubbers,,,,,,
3427,Steven Outerbridge,,,,,,
2813,Steven Palframan,,,,,,
1989,Steven Rhodes,,,,,,
4953,Steven Taylor,,,,,,
1862,Steven Watkin,,,,,,
3433,Steven Welsh,,,,,,
3363,Stewart Heaney,,,,,,
4089,Stuart Binny,,,,,,
3434,Stuart Broad,,,,,,
2016,Stuart Carlisle,,,,,,
3706,Stuart Chalmers,,,,,,
3326,Stuart Clark,,,,,,
612,Stuart Gillespie,,,,,,
2040,Stuart Law,,,,,,
2126,Stuart MacGill,,,,,,
3059,Stuart Matsikenyeri,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3917,Stuart Meaker,,,,,,
4326,Stuart Poynter,,,,,,
2845,Stuart Roberts,,,,,,
4237,Stuart Thompson,,,,,,
4703,Stuart Whittingham,,,,,,
1980,Stuart Williams,,,,,,
4286,Subash Khakurel,,,,,,
4619,Subashis Roy,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3608,Subramaniam Badrinath,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
124,Subroto Banerjee,,,,,,
2816,Sudath P Pasqual,,Left Handed,Left,Right arm Medium,Right,Medium
3743,Sudeep Tyagi,India,Right hand Bat,Right,Right arm Medium,Right,Medium
4502,Sufyan Mehmood,Oman,Left hand Bat,Left,Right arm Medium,Right,Medium
2892,Sujith Somasunder,,,,,,
3543,Sulieman Benn,,,,,,
4680,Sultan Ahmed,United Arab Emirates,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2903,Sultan Zarawani,,,,,,
4845,Sundeep Jora,Nepal,Right hand Bat,Right,,,
2736,Sunil A Jayasinghe,,Right Handed,Right,,,
4702,Sunil Ambris,,,,,,
6634,Sunil Dhamala,Nepal,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3361,Sunil Dhaniram,Canada,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2053,Sunil Joshi,,,,,,
595,Sunil M Gavaskar,,Right Handed,Right,,,
3922,Sunil Narine,,,,,,
2937,Sunil R D Wettimuny,,Right Handed,Right,Right arm Medium,Right,Medium
4688,Sunzamul Islam,Bangladesh,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
5034,Suraj Kumar,Oman,Right hand Bat,Right,,,
3746,Suraj Randiv,,,,,,
3745,Suranga Lakmal,,,,,,
1255,Surendra Nayak,,,,,,
3431,Surendra Seeraj,,,,,,
2149,Suresh Perera,,,,,,
3287,Suresh Raina,,,,,,
2745,Surinder C Khanna,,Right Handed,Right,,,
4073,Suryakumar Yadav,,,,,,
5488,Sushan Bhari,Nepal,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
6176,Sushant Modani,,,,,,
4261,Swapnil Patil,,,,,,
7565,Sybrand Engelbrecht,,,,,,
4465,Syed Aamir Kaleem,Oman,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4423,Syed Imad Wasim,Pakistan,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4833,Syed Khaled Ahmed,Bangladesh,Right hand Bat,Right,Right arm Medium,Right,Medium
944,Syed M H Kirmani,,Right Handed,Right,,,
3197,Syed Maqsood,United Arab Emirates,Right hand Bat,Right,Right arm Medium,Right,Medium
3323,Syed Rasel,Bangladesh,Left hand Bat,Left,Left arm Medium Fast,Left,Medium Fast
4993,Syed Saad Ali,Pakistan,Left hand Bat,Left,Right arm Medium,Right,Medium
2167,Syed Wajahatullah Wasti,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3,Syed Zaheer Abbas Kirmani,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
334,Sylvester Clarke,,,,,,
2739,Sylvester Joseph,,,,,,
3184,Tabarak Hussain Dar,Hong Kong,Right hand Bat,Right,Right arm Medium,Right,Medium
4562,Tabraiz Shamsi,South Africa,Right hand Bat,Right,Left arm Wrist Spin (Chinaman),Left,Wrist Spin (Chinaman)
5992,Tadiwanashe Marumani,Zimbabwe,Left hand Bat,Left,Right arm Off Break,Right,Off Break
3438,Tafadzwa Kamungozi,,,,,,
3415,Tafadzwa Mufambisi,,,,,,
1249,Tahir Naqqash,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4324,Taijul Islam,Bangladesh,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
6035,Takudzwanashe Kaitano,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3023,Talha Jubair,Bangladesh,Right hand Bat,Right,Right arm Medium,Right,Medium
3155,Tama Canning,,,,,,
3577,Tamauri Tucker,,,,,,
3461,Tamim Iqbal Khan,Bangladesh,Left hand Bat,Left,,,
6615,Tanaka Chivanga,,,,,,
5144,Tangeni Lungameni,Namibia,Left hand Bat,Left,Left arm Medium,Left,Medium
3345,Tanmay Mishra,India,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4534,Tanveer Ahmed,Hong Kong,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
7450,Tanveer Sangha,Australia,Right hand Bat,Right,Leg Break,,Leg Break
3837,Tanvir Ahmed,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2909,Tanvir Mehdi,,,,,,
4281,Tanwir Afzal,Hong Kong,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
7451,Tanzid Hasan Tamim,Bangladesh,Left hand Bat,Left,,,
7454,Tanzim Hasan Sakib,Bangladesh,Right hand Bat,Right,Right arm Medium,Right,Medium
3032,Tapash Kumar Baisya,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2727,Tariq Iqbal,,,,,,
2910,Tariq Javed,,Right Handed,Right,,,
4608,Tarisai Musakanda,,,,,,
3933,Tarun Nethula,,,,,,
4299,Taskin Ahmed,Bangladesh,Left hand Bat,Left,Right arm Fast,Right,Fast
88,Taslim Arif Abbasi,Pakistan,Right hand Bat,Right,Right arm Medium,Right,Medium
2975,Tatenda Taibu,Zimbabwe,Right hand Bat,Right,Right arm Medium,Right,Medium
2982,Taufeeq Umar,Pakistan,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4459,Taurai Muzarabani,Zimbabwe,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
23,Tausif Ahmed,,,,,,
3173,Tawanda Mupariwa,Zimbabwe,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4370,Temba Bavuma,South Africa,Right hand Bat,Right,Right arm Medium,Right,Medium
3792,Tendai Chatara,,,,,,
4483,Tendai Chisoro,,,,,,
32,Terry Alderman,,,,,,
3324,Terry Duffin,,,,,,
211,Tertius Bosch,South Africa,Right hand Bat,Right,Right arm Fast,Right,Fast
3477,Thandi Tshabalala,,,,,,
4664,Thangarasu Natarajan,India,Left hand Bat,Left,Left arm Medium,Left,Medium
4367,Tharindu Kaushal,,,,,,
1351,Thelston Payne,,,,,,
7487,Theo van Woerkom,,,,,,
2683,Thewarathantrige Fernando,,,,,,
2858,Thilan Samaraweera,,,,,,
3126,Thilan Thushara,,,,,,
3172,Thilina Kandamby,,,,,,
1548,Thirumalai Sekar,,,,,,
2749,Thirunavukkar Kumaran,,,,,,
3747,Thisara Perera,,,,,,
3818,Thomas Heggelman,,,,,,
777,Thomas Hogan,,,,,,
2806,Thomas Odoyo,,,,,,
2197,Tillakaratne Dilshan,,,,,,
3396,Tim Bresnan,,,,,,
5332,Tim David,,,,,,
1113,Tim May,,,,,,
3958,Tim Murtagh,,,,,,
3725,Tim Paine,,,,,,
1498,Tim Robinson,,,,,,
4732,Tim Seifert,,,,,,
3542,Tim Southee,,,,,,
4959,Timil Patel,,,,,,
3944,Timm van der Gugten,Netherlands,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2664,Timotheus de Leede,,,,,,
3534,Timothy Ambrose,,,,,,
3761,Timothy Gruitjers,,,,,,
6657,Timothy James Gerard Pringle,,Right Handed,Right,Slow Left arm Orthodox,Left,Orthodox
1026,Timothy Lloyd,,,,,,
2874,Timothy Shaw,,,,,,
3181,Timothy Smart,,,,,,
1964,Timothy Zoehrer,,,,,,
3498,Timycen Maruma,,,,,,
4804,Tinashe Kamunhukamwe,,,,,,
3168,Tinashe Panyangara,Zimbabwe,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3114,Tino Best,,,,,,
3448,Tinotenda Mawoyo,,,,,,
3000,Tinu Yohannan,India,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
1666,Tirumalai Srinivasan,,,,,,
4445,Tobias Visee,,,,,,
4689,Toby Roland-Jones,,,,,,
3978,Todd Astle,,,,,,
5660,Tom Banton,England,Right hand Bat,Right,,,
4624,Tom Blundell,,,,,,
3794,Tom Cooper,,,,,,
4693,Tom Curran,,,,,,
7485,Tom Hartley,,,,,,
3932,Tom Latham,,,,,,
1206,Tom Moody,,,,,,
4724,Tom Sole,,,,,,
3424,Tom de Grooth,,,,,,
7129,Tomas Mackintosh,,,,,,
190,Tony Blain,,,,,,
5473,Tony Munyonga,,,,,,
4342,Tony Pala Ura,,Right Handed,Right,,,
7156,Tony de Zorzi,South Africa,Left hand Bat,Left,Right arm Off Break,Right,Off Break
3710,Travis Dowlin,,,,,,
2690,Travis Friend,,,,,,
4386,Travis Head,,,,,,
3379,Treadwell Gibbons,Bermuda,Left hand Bat,Left,,,
3924,Trent Boult,,,,,,
3385,Trent Johnston,,,,,,
3479,Trevin Bastiampillai,,,,,,
566,Trevor Franklin,,,,,,
3734,Trevor Garwe,,,,,,
2189,Trevor Gripper,,,,,,
987,Trevor J Laughlin,,Left Handed,Left,Right arm Medium,Right,Medium
2738,Trevor Jesty,,,,,,
313,Trevor M Chappell,,Right Handed,Right,Right arm Medium,Right,Medium
2134,Trevor Madondo,,,,,,
6607,Tristan Stubbs,South Africa,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3848,Tyson Gordon,,,,,,
1435,Ujesh Ranchod,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4452,Umair Ali Khan,United Arab Emirates,Right hand Bat,Right,Right arm Medium,Right,Medium
3721,Umar Akmal,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3793,Umar Amin,Pakistan,Left hand Bat,Left,Right arm Medium,Right,Medium
3360,Umar Bhatti,Canada,Left hand Bat,Left,Left arm Medium,Left,Medium
3100,Umar Gul,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3786,Umesh Yadav,,,,,,
6204,Umran Malik,India,Right hand Bat,Right,Right arm Fast,Right,Fast
2177,Upul Chandana,,,,,,
3291,Upul Tharanga,,,,,,
7117,Usama Mir,Pakistan,Right hand Bat,Right,Leg Break,,Leg Break
4300,Usman Ghani,Afghanistan,Right hand Bat,Right,,,
4253,Usman Khan Shinwari,Pakistan,Right hand Bat,Right,Left arm Medium Fast,Left,Medium Fast
3842,Usman Khawaja,,,,,,
3753,Usman Limbada,Canada,Right hand Bat,Right,Right arm Medium,Right,Medium
4496,Usman Mushtaq,United Arab Emirates,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
5920,Usman Qadir,Pakistan,Left hand Bat,Left,Leg Break,,Leg Break
7346,Usman Rafique,,,,,,
3862,Usman Salahuddin,Pakistan,Right hand Bat,Right,,,
2654,Utpal Chatterjee,,,,,,
2652,V B Chandrasekhar,,,,,,
2079,Vangipurappu Venkata Sai Laxman,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4344,Vani V Morea,,Right Handed,Right,Right arm Medium,Right,Medium
3916,Varun Aaron,,,,,,
2672,Vasbert Drakes,,,,,,
249,Vaughan Brown,,,,,,
3636,Vaughn van Jaarsveld,,,,,,
3976,Veerasammy Permaul,West Indies,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
1422,Venkatapathy Raju,,,,,,
5971,Venkatesh Iyer,,,,,,
2055,Venkatesh Prasad,,,,,,
3476,Vernon Darryl Philander,,Right Handed,Right,Right arm Fast Medium,Right,Fast Medium
3039,Victor Grandia,,,,,,
