player_id,full_name,country,batting_style_raw,batting_hand,bowling_style_raw,bowling_hand,bowling_style
4507,Mohammad Yamin Ahmadzai,Afghanistan,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
24,Mohammad Younis Ahmed,Pakistan,Left hand Bat,Left,"Left arm Medium, Slow Left arm Orthodox",Left,Medium
2211,Mohammad Younis Khan,Pakistan,Right hand Bat,Right,"Right arm Medium, Leg Break",Right,Medium
2129,Mohammad Yousuf,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2083,Mohammad Zahid,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2953,Mohammad Zakir Hasan,Bangladesh,Left hand Bat,Left,,,
3965,Mohammed Abul Hasan,Bangladesh,Left hand Bat,Left,Right arm Medium Fast,Right,Medium Fast
3616,Mohammed Naeem Islam,Bangladesh,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3538,Mohammed Nazimuddin,Bangladesh,Right hand Bat,Right,Right arm Medium,Right,Medium
4613,Mohammed Qasim,United Arab Emirates,Right hand Bat,Right,,,
3993,Mohammed Shami Ahmed,India,Right hand Bat,Right,Right arm Fast,Right,Fast
2960,Mohammed Sharif,,,,,,
4675,Mohammed Siraj,India,Right hand Bat,Right,Right arm Fast,Right,Fast
4010,Mohibullah Paak,,Right Handed,Right,Right arm Medium,Right,Medium
63,Mohinder Amarnath,India,Right Handed,Right,Right arm Medium,Right,Medium
4028,Mohit Sharma,,,,,,
907,Mohsin Kamal,Pakistan,Right hand Bat,Right,Right arm Fast,Right,Fast
930,Mohsin Khan,,,,,,
3480,Mohsin Mulla,Canada,Right hand Bat,Right,Right arm Medium,Right,Medium
2787,Moin-Ul-Atiq,,,,,,
3680,Moises Henriques,,,,,,
3980,Mominul Haque,Bangladesh,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4954,Monank Patel,,,,,,
3063,Monde Zondeki,South Africa,Right hand Bat,Right,Right arm Fast,Right,Fast
3655,Moneeb Iqbal,,,,,,
2755,Monte Lynch,,,,,,
3350,Monty Panesar,,,,,,
3073,Morne Karg,Namibia,Right hand Bat,Right,,,
3451,Morne Morkel,South Africa,Left hand Bat,Left,Right arm Fast,Right,Fast
3129,Morne van Wyk,,,,,,
4516,Mosaddeck Hossain,,,,,,
4322,Mthokozisi Shezi,South Africa,Left hand Bat,Left,Left arm Medium,Left,Medium
3482,Mudassar Bukhari,Netherlands,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
1258,Mudassar Nazar,Pakistan,Right hand Bat,Right,Right arm Medium,Right,Medium
5021,Muhammad Ahsan Ali Khan,United States of America,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
7127,Muhammad Jawadullah,United Arab Emirates,Left hand Bat,Left,Left arm Fast Medium,Left,Fast Medium
5532,Muhammad Junaid Siddique,United Arab Emirates,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
5664,Muhammad Musa Khan,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4630,Muhammad Naseem Khushi,Oman,Right hand Bat,Right,,,
4526,Muhammad Usman,United Arab Emirates,Left hand Bat,Left,,,
6206,Muhammad Waseem,United Arab Emirates,Right hand Bat,Right,Right arm Medium,Right,Medium
2790,Mujahid Jamshed,,,,,,
4714,Mujeeb Ur Rahman,Afghanistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
7228,Mukesh Kumar,India,Right hand Bat,Right,Right arm Medium,Right,Medium
3352,Munaf Patel,,,,,,
3566,Munir Ahmed Dar,Hong Kong,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
2209,Murali Kartik,India,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
3626,Murali Vijay,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1693,Murphy Su'A,,,,,,
170,Murray Bennett,,,,,,
7122,Murray Commins,Ireland,Left hand Bat,Left,,,
2125,Murray Goodwin,,,,,,
6012,Musa Nadeem Ahmed,Netherlands,Left hand Bat,Left,Leg Break,,Leg Break
2793,Mushfiqur Rahman,Bangladesh,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
18,Mushtaq Ahmed,Pakistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
4414,Mustafizur Rahman,Bangladesh,Left hand Bat,Left,Left arm Fast Medium,Left,Fast Medium
3741,Muthumudalige Pushpakumara,Sri Lanka,Left hand Bat,Left,Right arm Off Break,Right,Off Break
1234,Muttiah Muralitharan,,,,,,
3206,Nadeem Ahmed,Hong Kong,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
2796,Naeem Ashraf,England,Left hand Bat,Left,Left arm Fast Medium,Left,Fast Medium
3195,Naeemuddin Aslam,United Arab Emirates,Right hand Bat,Right,,,
3144,Nafis Iqbal,,,,,,
2232,Naimuir Rahman,,,,,,
3469,Najaf Shah,,,,,,
3188,Najeeb Amar,Hong Kong,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4274,Najeeb Tarakai,Afghanistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3960,Najibullah Zadran,Afghanistan,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4633,Najmul Hossain Shanto,Bangladesh,Left hand Bat,Left,Right arm Off Break,Right,Off Break
3789,Naman Vinaykumar Ojha,,Right Handed,Right,,,
6522,Namboori Thakur Tilak Varma,India,Left hand Bat,Left,Right arm Off Break,Right,Off Break
1949,Nandlal Yadav,,,,,,
7644,Nandre Burger,South Africa,Left hand Bat,Left,Left arm Medium Fast,Left,Medium Fast
2202,Nantie Hayward,,,,,,
770,Narendra Hirwani,,,,,,
3276,Narsingh Deonarine,West Indies,Left hand Bat,Left,Right arm Off Break,Right,Off Break
5727,Naseem Shah,Pakistan,Right hand Bat,Right,Right arm Fast,Right,Fast
2800,Nasir Ahmed,,Right Handed,Right,,,
4364,Nasir Aziz,United Arab Emirates,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3205,Nasir Hameed,Hong Kong,Right hand Bat,Right,,,
4315,Nasir Jamal,Afghanistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
3521,Nasir Jamshed,Pakistan,Left hand Bat,Left,,,
3227,Nasir Javed,United States of America,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
823,Nasser Hussain,England,Right hand Bat,Right,Leg Break,,Leg Break
5957,Nasum Ahmed,Bangladesh,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2046,Nathan Astle,,,,,,
2640,Nathan Bracken,,,,,,
4001,Nathan Coulter-Nile,,,,,,
6082,Nathan Ellis,Australia,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3016,Nathan Hauritz,,,,,,
3885,Nathan Lyon,,,,,,
3685,Nathan McCullum,,,,,,
3918,Natsai Mushangwe,,,,,,
3546,Naumanullah,Pakistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3419,Navdeep Poonia,,,,,,
4656,Navdeep Saini,,,,,,
77,Naved Anjum,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2994,Naved Latif,Pakistan,Right hand Bat,Right,Right arm Medium,Right,Medium
2801,Naveed Nawaz,,,,,,
4590,Naveen-ul-Haq Murid,Afghanistan,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
1591,Navjot Sidhu,,,,,,
3666,Nawroz Khan Mangal,Afghanistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1978,Nayan Mongia,,,,,,
1414,Neal Radford,,,,,,
2802,Neeyamur Rashid Rahul,Bangladesh,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
3346,Nehemiah Odhiambo,,,,,,
2178,Nehemiah Perry,,,,,,
3634,Neil Broom,,,,,,
4005,Neil Carter,,,,,,
520,Neil Fairbrother,,,,,,
556,Neil Foster,,,,,,
2157,Neil Johnson,,,,,,
2887,Neil Joshua Abrea Smith,Philippines,,,,,
3866,Neil Kruger,Netherlands,Right hand Bat,Right,Right arm Medium,Right,Medium
3398,Neil MacRae,,,,,,
3401,Neil McCallum,,,,,,
2773,Neil McGarrell,,,,,,
2227,Neil McKenzie,,,,,,
6148,Neil Rock,,,,,,
3716,Nelon Pascal,,,,,,
3755,Nelson Odhiambo,,,,,,
6194,Nestor Dhambar,,,,,,
4320,Neville Madziva,Zimbabwe,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
3417,Niall O'Brien,,,,,,
2831,Nic Pothas,South Africa,Right hand Bat,Right,,,
358,Nicholas Cook,,,,,,
3084,Nicholas De Groot,,,,,,
2676,Nicholas Dyer,,,,,,
3096,Nicholas Ifill,Canada,Right hand Bat,Right,Right arm Medium,Right,Medium
2027,Nicholas Knight,,,,,,
4587,Nicholas Pooran,West Indies,Left hand Bat,Left,Right arm Off Break,Right,Off Break
5555,Nicholas Rasheed Kirton,Canada,Left hand Bat,Left,,,
5514,Nick Greenwood,,,,,,
3091,Nick Statham,,,,,,
2210,Nico Boje,South Africa,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
3803,Nigel G Jones,,Right Handed,Right,Right arm Medium,Right,Medium
2212,Nikhil Chopra,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
4014,Nikhil Dutta,Canada,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3597,Nikita Miller,,,,,,
5142,Nikolaas Davin,Namibia,Right hand Bat,Right,Leg Break,,Leg Break
2839,Nilantha Ratnayake,,,,,,
2103,Nilesh Kulkarni,,,,,,
4316,Niroshan Dickwella,,,,,,
2684,Nisal Fernando,,,,,,
5364,Nisarg Patel,,,,,,
2836,Nishantha Ranatunga,,,,,,
3764,Nitish Kumar,,,,,,
4400,Nitish Rana,India,Left hand Bat,Left,"Right arm Medium, Right arm Off Break",Right,Medium
2127,Nixon McLean,,,,,,
4280,Nizakat Khan,Hong Kong,Right hand Bat,Right,Leg Break,,Leg Break
3572,Nizel Fernandes,United Arab Emirates,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
3919,Njabulo Ncube,Zimbabwe,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3902,Nkruma Bonner,,,,,,
7355,Noah Croes,,,,,,
2660,Noel David,,,,,,
2656,Nolan Clarke,,,,,,
6536,Noor Ahmad Lakanwal,Afghanistan,Right hand Bat,Right,Left arm Wrist Spin (Chinaman),Left,Wrist Spin (Chinaman)
3663,Noor Ali Zadran,Afghanistan,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
3819,Noor-ul-Haq Malekzai,Afghanistan,Right hand Bat,Right,Leg Break,,Leg Break
373,Norman Cowans,,,,,,
609,Norman Gifford,England,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4353,Norman Vanua,Papua New Guinea,Right hand Bat,Right,Right arm Medium,Right,Medium
4530,Nosaina Pokana,Papua New Guinea,Right hand Bat,Right,Left arm Fast,Left,Fast
5762,Nosthush Kenjige,,,,,,
2804,Nurul Abedin,,,,,,
3147,Nuwan Kulasekara,,,,,,
3914,Nuwan Pradeep,,,,,,
2095,Nuwan Zoysa,,,,,,
7118,Nuwanidu Fernando,,,,,,
4825,Obed McCoy,,,,,,
4748,Odean Smith,,,,,,
6624,Oliver Davidson,,,,,,
3808,Oliver James Hairs,,Left Handed,Left,Right arm Off Break,Right,Off Break
3464,Oliver Pitcher,,,,,,
4819,Olly Stone,,,,,,
755,Omar Henry,South Africa,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
3115,Omari Banks,,,,,,
3420,Omer Hussain,,,,,,
3575,Oronde Bascombe,,,,,,
4852,Oshada Fernando,,,,,,
4822,Oshane Thomas,,,,,,
2025,Ottis Gibson,,,,,,
2974,Owais Shah,,,,,,
5758,Palaniapan Meiyappan,,,,,,
2668,Pankaj Dharmani,India,Right hand Bat,Right,,,
3790,Pankaj Singh,India,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
4293,Paras Khadka,Nepal,Right hand Bat,Right,"Right arm Medium Fast, Right arm Off Break",Right,Medium Fast
2054,Paras Mhambrey,,,,,,
7004,Pargat Singh,Canada,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3778,Parth Desai,,,,,,
3035,Parthiv Patel,,,,,,
4311,Parvez Ghulam Rasool Zargar,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3909,Pat Cummins,,,,,,
1706,Pat Symcox,,,,,,
5951,Pathum Nissanka,,,,,,
3523,Patrick Browne,,,,,,
1378,Patrick Pocock,,,,,,
2051,Patterson Thompson,,,,,,
2044,Paul Adams,,,,,,
58,Paul Allott,,,,,,
2973,Paul Collingwood,,,,,,
468,Paul Downton,,,,,,
1129,Paul E McEwan,,Right Handed,Right,,,
2688,Paul Franks,,,,,,
2702,Paul Grayson,,,,,,
3453,Paul Harris,,,,,,
3021,Paul Hitchcock,,,,,,
3403,Paul Hoffmann,,,,,,
3390,Paul J K Mooney,,Right Handed,Right,Right arm Medium,Right,Medium
867,Paul Jarvis,,,,,,
3454,Paul Nixon,,,,,,
1461,Paul Reiffel,,,,,,
3586,Paul Stirling,,,,,,
2005,Paul Strang,,,,,,
2136,Paul Wilson,Australia,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2142,Paul Wiseman,,,,,,
4021,Paul van Meekeren,,,,,,
2628,Paul-Jan Bakker,,,,,,
4842,Pawan Sarraf,Nepal,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2172,Pedro Collins,,,,,,
3409,Peter Borren,,,,,,
2651,Peter Cantrell,,,,,,
4375,Peter Chase,,,,,,
3582,Peter Connell,,,,,,
3938,Peter Forrest,,,,,,
3233,Peter Fulton,,,,,,
3384,Peter Gillespie,,,,,,
4558,Peter Handscomb,,,,,,
3754,Peter Ingram,,,,,,
946,Peter Kirsten,,,,,,
1757,Peter M Toohey,,Right Handed,Right,,,
2023,Peter Martin,,,,,,
3651,Peter McGlashan,,,,,,
4359,Peter Moor,,,,,,
2805,Peter Ongondo,,,,,,
2841,Peter Rawson,,,,,,
3618,Peter Siddle,,,,,,
1733,Peter Taylor,,,,,,
1876,Peter Webb,,,,,,
1912,Peter Willey,England,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2789,Phenyo Mpitsang,,,,,,
6038,Phil Salt,,,,,,
1781,Phil Tufnell,,,,,,
3583,Philip Eaglestone,,,,,,
2004,Philip Emery,,,,,,
296,Philip H Carlson,,Right Handed,Right,Right arm Medium,Right,Medium
797,Philip Horne,,,,,,
3335,Philip Jaques,,,,,,
3500,Philip Mustard,England,Left hand Bat,Left,Leg Break,,Leg Break
1595,Philip Simmons,,,,,,
5345,Philippe Boissevain,,,,,,
425,Phillip De Freitas,,,,,,
3647,Phillip Hughes,,,,,,
494,Phillippe H Edmonds,,Right Handed,Right,Slow Left arm Orthodox,Left,Orthodox
2012,Phillipus Steyn,,,,,,
2123,Philo Wallace,,,,,,
3343,Piet Rinke,,,,,,
3412,Pieter Seelaar,,,,,,
2207,Pieter Strydom,,,,,,
5032,Pikky Ya France,,,,,,
4349,Pipi Raho,Papua New Guinea,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3351,Piyush Chawla,,,,,,
2074,Pommie Mbangwa,,,,,,
4805,Prabath Jayasuriya,,,,,,
2993,Prabath Nissanka,,,,,,
3292,Pradeep Jayaprakashdaran,,,,,,
3574,Pragyan Ojha,,,,,,
6666,Pramod Madushan,,,,,,
1902,Pramodya Wickremasinghe,,,,,,
2225,Prasanna Jayawardene,,,,,,
2920,Prashant Vaidya,,,,,,
4930,Prasidh Krishna,,,,,,
7154,Pratish Gharti Chhetri,Nepal,Right hand Bat,Right,Left arm Medium,Left,Medium
69,Praveen Amre,,,,,,
5994,Praveen Jayawickrama,,,,,,
3514,Praveen Kumar,,,,,,
3797,Preston Luke Mommsen,,Right Handed,Right,Right arm Off Break,Right,Off Break
4572,Prince Masvaure,,,,,,
4759,Prithvi Shaw,,,,,,
4950,Priyamal Perera,,,,,,
3170,Prosper Utseya,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
6201,Pruthvikumar Macchi,,,,,,
1970,Pubudu Dassanayake,,,,,,
3034,Pulasthi Gunaratne,,,,,,
4495,Qadeer Ahmed Khan,United Arab Emirates,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
5472,Qais Ahmad Kamawal,Afghanistan,Right hand Bat,Right,Leg Break,,Leg Break
3423,Qaiser Ali,Canada,Right hand Bat,Right,Right arm Off Break,Right,Off Break
1301,Qasim Omar,,,,,,
3594,Qasim Sheikh,,,,,,
2235,Qazi Habibul Bashar,Bangladesh,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3143,Qazi Manzarul Islam,Bangladesh,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
4514,Quazi Nurul Hasan,Bangladesh,Right hand Bat,Right,,,
3988,Quinton de Kock,South Africa,Left hand Bat,Left,,,
6150,Rachin Ravindra,New Zealand,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
3668,Raees Khan Ahmadzai,Afghanistan,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2834,Rafiqul Alam,,,,,,
3223,Rageg Aga,,,,,,
3955,Rahat Ali,Pakistan,Right hand Bat,Right,Left arm Fast Medium,Left,Fast Medium
5474,Rahmanullah Gurbaz,Afghanistan,Right hand Bat,Right,,,
4009,Rahmat Shah Zurmatai,Afghanistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
6621,Rahul Bhatia,,,,,,
4670,Rahul Chahar,,,,,,
2060,Rahul Dravid,,,,,,
6625,Rahul Jariwala,,,,,,
2259,Rahul Sanghvi,,,,,,
3186,Rahul Sharma,Hong Kong,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3923,Rahul Sharma,India,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
6242,Raja Akifullah Khan,United Arab Emirates,Left hand Bat,Left,Right arm Medium Fast,Right,Medium Fast
684,Raja Azeem Hafeez,Pakistan,Left hand Bat,Left,Left arm Fast Medium,Left,Fast Medium
2608,Rajab Ali,,,,,,
5980,Rajat Patidar,,,,,,
3620,Rajesh Bhudia,,,,,,
320,Rajesh Chauhan,,,,,,
2694,Rajinder Ghai,,,,,,
2008,Rajindra Dhanraj,West Indies,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
959,Rajiv Kulkarni,,,,,,
3612,Rakep Rajendra Patel,,Right Handed,Right,Right arm Off Break,Right,Off Break
972,Raman Lamba,India,Right hand Bat,Right,Right arm Medium,Right,Medium
4576,Rameez Shahzad,United Arab Emirates,Right hand Bat,Right,Right arm Off Break,Right,Off Break
5937,Ramesh Mendis,,,,,,
3164,Ramesh Powar,,,,,,
1418,Ramiz Hasan Raja,Pakistan,Right hand Bat,Right,Leg Break,,Leg Break
2220,Ramnaresh Sarwan,,,,,,
3204,Ramveer Rai,United Arab Emirates,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
3450,Rana Haq,,,,,,
3102,Rana Naved-ul-Hasan,Pakistan,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
2837,Randhir Singh,,,,,,
2185,Rangana Herath,,,,,,
1054,Ranjan Senerath Madugalle,,Right Handed,Right,Right arm Off Break,Right,Off Break
1055,Ranjith Madurasinghe,,,,,,
3231,Rao Iftikhar Anjum,Pakistan,Right hand Bat,Right,Right arm Medium,Right,Medium
2838,Raqibul Hasan,Bangladesh,Right hand Bat,Right,,,
3537,Raqibul Hasan,Bangladesh,Right hand Bat,Right,,,
933,Rashid Khan,Pakistan,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
4484,Rashid Khan Arman,Afghanistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
986,Rashid Latif,Pakistan,Right hand Bat,Right,Leg Break,,Leg Break
1346,Rashid Patel,,,,,,
3219,Rashid Zia,United States of America,Right hand Bat,Right,Right arm Off Break,Right,Off Break
5851,Ravi Bishnoi,India,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
3460,Ravi Bopara,,,,,,
3149,Ravi Rampaul,,,,,,
1444,Ravi Ratnayeke,,,,,,
1570,Ravi Shastri,,,,,,
3788,Ravichandran Ashwin,India,Right hand Bat,Right,Right arm Off Break,Right,Off Break
5368,Ravinderpal Singh,Canada,Right hand Bat,Right,Right arm Off Break,Right,Off Break
3644,Ravindra Jadeja,,,,,,
1998,Ravindra Pushpakumara,Sri Lanka,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2868,Ravindu Shah,,,,,,
2122,Rawl Lewis,,,,,,
2201,Ray Price,,,,,,
3457,Rayad Emrit,,,,,,
4716,Raymon Reifer,,,,,,
235,Raymond J Bright,,Right Handed,Right,Slow Left arm Orthodox,Left,Orthodox
4016,Rayyankhan Pathan,Canada,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3970,Raza Hasan,Pakistan,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
3945,Raza-ur-Rehman,Canada,Right hand Bat,Right,Left arm Medium Fast,Left,Medium Fast
4479,Reece Topley,,,,,,
2888,Reetinder S Sodhi,,Right Handed,Right,Right arm Medium,Right,Medium
4340,Reeza Hendricks,,,,,,
3614,Regan M West,,Left Handed,Left,Slow Left arm Orthodox,Left,Orthodox
3622,Regis Chakabva,,,,,,
7109,Rehan Ahmed,England,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
3539,Reinhardt Strydom,Ireland,Left hand Bat,Left,Left arm Medium Fast,Left,Medium Fast
3042,Reiout Scholte,,,,,,
2165,Reon Dane King,West Indies,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
3068,Riaan Walters,Namibia,Right hand Bat,Right,,,
6469,Riaz Hassan,Afghanistan,Right hand Bat,Right,,,
2829,Riaz Poonawala,,,,,,
2203,Ricardo Powell,,,,,,
1124,Richard Bede McCosker,,Right Handed,Right,,,
192,Richard Blakey,,,,,,
426,Richard De Groen,,,,,,
508,Richard Ellison,,,,,,
2691,Richard Gabriel,,,,,,
835,Richard Illingworth,,,,,,
682,Richard John Hadlee (Sir),,Left Handed,Left,Right arm Fast,Right,Fast
3121,Richard Johnson,,,,,,
3152,Richard Jones,,,,,,
4646,Richard Ngarava,Zimbabwe,Left hand Bat,Left,Left arm Fast Medium,Left,Fast Medium
2826,Richard Petrie,,,,,,
2842,Richard Reid,,,,,,
3060,Richard Sims,,,,,,
1648,Richard Snell,,,,,,
3215,Richard Staple,,,,,,
2932,Richard Webb,,,,,,
3592,Richie Berrington,,,,,,
1476,Richie Richardson,,,,,,
4019,Richmond Mutumbami,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
2041,Ricky Ponting,,,,,,
2154,Ridley Jacobs,,,,,,
3123,Rikki Clarke,England,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
4321,Rilee Rossouw,,,,,,
5482,Riley Hekure,Papua New Guinea,Right hand Bat,Right,Right arm Medium,Right,Medium
5949,Riley Meredith,,,,,,
4665,Rinku Singh,,,,,,
4542,Rishabh Pant,,,,,,
4064,Rishi Dhawan,India,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
3528,Rizwan Ahmed,Pakistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
3604,Rizwan Ahmed Cheema,Canada,Right hand Bat,Right,Right arm Medium,Right,Medium
3202,Rizwan Latif Ahmed,United Arab Emirates,Right hand Bat,Right,Slow Left arm Orthodox,Left,Orthodox
1800,Rizwan-uz-Zaman Khan,Pakistan,Right hand Bat,Right,Leg Break Googly,,Leg Break Googly
116,Robert Bailey,,,,,,
2064,Robert Croft,,,,,,
2650,Robert G Callender,,Right Handed,Right,Right arm Medium Fast,Right,Medium Fast
1917,Robert George Dylan Willis,,Right Handed,Right,Right arm Fast,Right,Fast
3020,Robert Hart,,,,,,
2718,Robert Haynes,,,,,,
784,Robert Holland,,,,,,
2048,Robert Kennedy,,,,,,
925,Robert Kerr,,,,,,
3036,Robert Key,,,,,,
2987,Robert Kirtley,,,,,,
4013,Robert M L Taylor,,Left Handed,Left,Left arm Medium,Left,Medium
3784,Robert Nicol,,,,,,
2050,Robert Samuels,,,,,,
2923,Robert Van Oosterom,,,,,,
1808,Robert Vance,,,,,,
1734,Robert W Taylor,,Right Handed,Right,,,
2644,Robin Brown,,,,,,
850,Robin David Jackman,,Right Handed,Right,Right arm Fast Medium,Right,Fast Medium
3049,Robin Peterson,,,,,,
2158,Robin Singh,India,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
1641,Robin Smith,,,,,,
3355,Robin Uthappa,,,,,,
984,Rodney Latham,,,,,,
778,Rodney M Hogg,,Right Handed,Right,Right arm Fast,Right,Fast
2772,Rodney McCurdy,,,,,,
3511,Rodney Trott,,,,,,
1089,Rodney William Marsh,,Left Handed,Left,,,
3658,Roelof van der Merwe,,,,,,
707,Roger Harper,,,,,,
3472,Roger K Whelan,,Right Handed,Right,Right arm Medium Fast,Right,Medium Fast
181,Roger M H Binny,,Right Handed,Right,Right arm Medium Fast,Right,Medium Fast
2911,Roger Telemachus,South Africa,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
2038,Roger Twose,,,,,,
1755,Roger W Tolchard,,Right Handed,Right,,,
1908,Roger Wijesuriya,,,,,,
1937,Roger Woolley,,,,,,
3211,Rohan Alexander,,,,,,
3159,Rohan Gavaskar,,,,,,
871,Rohan Jayasekera,,,,,,
4262,Rohan Mustafa,United Arab Emirates,Left hand Bat,Left,Right arm Off Break,Right,Off Break
4812,Rohit Paudel,,,,,,
3474,Rohit Sharma,India,Right hand Bat,Right,Right arm Medium,Right,Medium
4505,Rokhan Barakzai,Afghanistan,Left hand Bat,Left,Slow Left arm Orthodox,Left,Orthodox
2093,Roland Holder,,,,,,
2751,Roland Lefebvre,,,,,,
267,Roland O Butcher,,Right Handed,Right,,,
5662,Romario Shepherd,West Indies,Right hand Bat,Right,Right arm Fast Medium,Right,Fast Medium
906,Romesh Kaluwitharana,,,,,,
2713,Ronald Hart,,,,,,
2057,Ronald Irani,,,,,,
4718,Ronsford Beaton,,,,,,
4448,Rony Talukdar,Bangladesh,Right hand Bat,Right,Right arm Slow Medium,Right,Slow Medium
3804,Rory D McCann,,Right Handed,Right,,,
3682,Rory Kleinveldt,,,,,,
1057,Roshan Mahanama,,,,,,
3404,Ross Lyons,,,,,,
3348,Ross Taylor,,,,,,
4570,Roston Chase,,,,,,
4605,Rovman Powell,West Indies,Right hand Bat,Right,Right arm Medium Fast,Right,Medium Fast
4426,Roy Kaia,Zimbabwe,Right hand Bat,Right,Right arm Off Break,Right,Off Break
447,Roy L Dias,,Right Handed,Right,Right arm Medium,Right,Medium
2717,Roydon Hayes,,,,,,
3732,Royston Crandon,,,,,,
4565,Ruaidhri Smith,,,,,,
6205,Ruben Trumpelmann,Namibia,Right hand Bat,Right,Left arm Fast,Left,Fast
2169,Ruchira Perera,,,,,,
2647,Rudi Bryson,,,,,,
3092,Rudolph van Vuuren,,,,,,
2884,Rudra Pratap Singh,India,Right hand Bat,Right,Left arm Fast Medium,Left,Fast Medium
3332,Rudra Pratap Singh,India,Right hand Bat,Right,Left arm Fast Medium,Left,Fast Medium
1443,Rumesh Ratnayake,,,,,,
4593,Rumman Raees Khan,Pakistan,Right hand Bat,Right,Left arm Medium Fast,Left,Medium Fast
3012,Runako Morton,,,,,,
3892,Runish Gudhka,,,,,,
2098,Russel Arnold,,,,,,
3368,Russell D M Leverock,,Right Handed,Right,Slow Left arm Orthodox,Left,Orthodox
3876,Rustam Bhatti,,,,,,
3824,Rusty Theron,,,,,,
4931,Ruturaj Gaikwad,,,,,,
3674,Ruud Nijman,,,,,,
